City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,monticello,45.3055,-93.7941,271.51,53,100,4.12,US,1700929538
364,valparaiso,-33.0393,-71.6273,293.15,66,40,4.63,CL,1700929531
365,surandai,8.9667,77.4,297.91,88,86,1.35,IN,1700929608
366,polyarnyy,69.1989,33.4478,267.86,90,100,1.57,RU,1700929608
367,ribeira brava,32.65,-17.0667,295.5,57,67,1.28,PT,1700929608
368,nova xavantina,-14.6667,-52.35,311.66,27,61,2.04,BR,1700929608
369,lucas,41.6501,-83.6666,275.44,63,0,2.57,US,1700929608
370,huarmey,-10.0681,-78.1522,295.34,75,86,4.27,PE,1700929608
371,brisas de zicatela,15.8369,-97.0419,302.44,61,0,1.03,MX,1700929608
372,saint-affrique,43.9558,2.8892,278.03,67,2,2.59,FR,1700929326
373,wyndmoor,40.0812,-75.1893,277.08,56,0,3.6,US,1700929608
374,shingu,33.7333,135.9833,279.68,75,0,2.53,JP,1700929609
375,slatyne,50.2242,36.1608,272.5,96,100,2.44,UA,1700929609
376,narok,-1.0783,35.8601,290.96,83,100,1.85,KE,1700929609
377,deva,45.8833,22.9,276.23,94,100,1.01,RO,1700929609
378,padang,-0.9492,100.3543,298.18,88,100,1.76,ID,1700929609
379,pokhara,28.2333,83.9833,288.75,70,24,2.08,NP,1700929468
380,petropavlovsk-kamchatsky,53.0452,158.6483,267.48,69,20,11.62,RU,1700929390
381,maputo,-25.9653,32.5892,298.97,78,40,6.69,MZ,1700929367
382,aral,40.5156,81.2636,277.96,29,0,2.16,CN,1700929609
383,narwar,25.65,77.9,290.67,39,77,1.35,IN,1700929609
384,turaif,31.6725,38.6637,291.29,55,0,5.14,SA,1700929609
385,koulamoutou,-1.1303,12.4736,300.62,71,98,1.73,GA,1700929609
386,saint-francois,46.4154,3.9054,276.29,88,75,0.51,FR,1700929609
387,pisco,-13.7,-76.2167,296.18,64,0,4.12,PE,1700929610
388,chitipa,-9.7024,33.2697,297.81,52,94,4.14,MW,1700929610
389,terrace,54.5163,-128.6035,275.1,93,100,2.57,CA,1700929610
390,dakhla,23.6848,-15.958,295.16,64,0,8.23,EH,1700929610
391,new norfolk,-42.7826,147.0587,286.99,99,100,1.13,AU,1700929610
392,nizao,18.25,-70.2,303.97,71,5,3.93,DO,1700929610
393,cannonvale,-20.2833,148.7,295.81,82,87,2.1,AU,1700929610
394,york,40.1254,-77.0,276.33,52,0,1.54,US,1700929610
395,kiunga,-6.1219,141.2906,296.98,98,56,0.37,PG,1700929610
396,iskushuban,10.2837,50.23,298.53,64,20,8.38,SO,1700929610
397,san borja,-14.8167,-66.85,295.19,94,100,0.93,BO,1700929611
398,alenquer,-1.9417,-54.7383,309.14,35,90,2.49,BR,1700929611
399,geraldton,-28.7667,114.6,294.38,83,100,4.12,AU,1700929611
400,kalmunai,7.4167,81.8167,300.05,81,100,3.23,LK,1700929611
401,urumqi,43.801,87.6005,273.68,87,99,1.0,CN,1700929540
402,port blair,11.6667,92.75,301.17,74,40,3.09,IN,1700929611
403,westport,41.1415,-73.3579,276.98,46,0,3.6,US,1700929611
404,akureyri,65.6835,-18.0878,276.11,93,0,0.0,IS,1700929611
405,caraballeda,10.6112,-66.8522,306.13,64,40,3.09,VE,1700929611
406,kolonia,50.9333,6.95,280.4,84,75,5.14,DE,1700929410
407,campo belo,-20.8972,-45.2772,296.87,69,98,2.85,BR,1700929611
408,kristiansund,63.1115,7.732,275.18,86,100,1.54,NO,1700929611
409,anshan,41.1236,122.99,271.04,91,100,5.45,CN,1700929393
410,liezen,47.5667,14.2333,272.29,97,100,1.89,AT,1700929612
411,prachuap khiri khan,12.2167,99.75,295.43,77,100,1.9,TH,1700929612
412,akonolinga,3.7667,12.25,300.86,68,54,0.76,CM,1700929612
413,vengerovo,55.6848,76.7471,264.98,93,91,3.28,RU,1700929612
414,bubaque,11.2833,-15.8333,301.13,36,35,2.45,GW,1700929612
415,okondja,-0.6549,13.6753,297.84,85,99,1.23,GA,1700929612
416,pangody,65.85,74.4859,254.2,80,1,6.22,RU,1700929612
417,saint-denis,48.9167,2.3333,280.03,66,0,4.63,FR,1700929531
418,loen,7.7601,168.2307,301.5,77,78,9.12,MH,1700929612
419,brooks,50.5834,-111.8851,269.94,89,67,1.54,CA,1700929613
420,san pedro pochutla,15.7333,-96.4667,304.99,50,3,1.41,MX,1700929613
421,valdivia,-39.8142,-73.2459,290.2,43,1,1.11,CL,1700929613
422,khandyga,62.6667,135.6,233.33,99,100,0.36,RU,1700929613
423,kampong thom,12.7111,104.8887,298.13,70,99,2.06,KH,1700929613
424,tibanbang,6.6315,126.1055,300.09,79,94,2.24,PH,1700929613
425,portland,45.5234,-122.6762,277.27,88,100,4.47,US,1700929613
426,tomatlan,19.9333,-105.25,298.36,42,2,1.06,MX,1700929613
427,iquique,-20.2208,-70.1431,294.17,66,81,3.63,CL,1700929613
428,neratovice,50.2593,14.5176,275.3,93,100,4.63,CZ,1700929614
429,malakal,9.5334,31.6605,306.84,28,19,1.31,SS,1700929614
430,pinotepa nacional,16.3167,-98.0167,303.09,54,4,0.52,MX,1700929614
431,anamur,36.0751,32.8369,290.71,82,53,6.3,TR,1700929614
432,mont-dore,-22.2833,166.5833,291.14,77,100,2.68,NC,1700929614
433,ambon,-3.6954,128.1814,299.31,15,40,2.57,ID,1700929614
434,say,13.1007,2.3689,309.46,16,99,2.87,NE,1700929614
435,rio bueno,-40.3167,-72.9667,285.23,46,34,1.95,CL,1700929614
436,ar ruways,24.1103,52.7306,298.03,69,9,4.23,AE,1700929614
437,nova vicosa,-17.8919,-39.3719,298.29,66,100,7.53,BR,1700929614
438,lycksele,64.5954,18.6735,268.08,80,75,4.12,SE,1700929615
439,chui,-33.6971,-53.4616,292.94,55,100,4.17,UY,1700929615
440,wuhai,39.6647,106.8122,273.53,35,1,2.7,CN,1700929509
441,hithadhoo,-0.6,73.0833,300.73,78,92,2.19,MV,1700929615
442,castillos,-34.1667,-53.8333,293.08,52,100,3.71,UY,1700929615
443,benghazi,32.1167,20.0667,292.86,72,100,14.49,LY,1700929351
444,kingscliff,-28.2667,153.5667,293.0,88,99,2.06,AU,1700929615
445,ketchikan,55.3422,-131.6461,280.41,100,100,2.06,US,1700929615
446,sao joao do piaui,-8.3581,-42.2467,313.08,19,24,2.66,BR,1700929615
447,lionel town,17.8101,-77.2406,305.09,64,76,3.43,JM,1700929616
448,piacabucu,-10.4056,-36.4344,302.75,55,68,5.06,BR,1700929616
449,chernyshevskiy,63.0128,112.4714,237.05,100,31,1.05,RU,1700929616
450,thomson,33.4707,-82.5046,285.61,74,100,4.63,US,1700929616
451,vancleave,30.5405,-88.6875,291.53,56,75,2.57,US,1700929616
452,antigonish,45.6169,-61.9986,271.38,74,73,3.58,CA,1700929616
453,olinda,-8.0089,-34.8553,303.0,58,40,4.63,BR,1700929616
454,kurchatov,51.6601,35.6521,271.38,95,100,1.22,RU,1700929616
455,bairnsdale,-37.8333,147.6167,286.43,95,51,1.37,AU,1700929617
456,fredericksburg,38.3032,-77.4605,278.79,52,0,11.18,US,1700929617
457,san-pedro,4.7485,-6.6363,301.44,75,63,5.22,CI,1700929617
458,katol,21.2667,78.5833,294.41,52,0,2.78,IN,1700929617
459,greymouth,-42.4667,171.2,280.21,88,0,2.08,NZ,1700929617
460,kavieng,-2.5744,150.7967,300.31,80,40,0.42,PG,1700929617
461,namibe,-15.1961,12.1522,297.29,80,100,2.35,AO,1700929617
462,ciudad lazaro cardenas,17.9583,-102.2,299.51,63,0,2.0,MX,1700929617
463,al kharijah,25.4514,30.5464,300.45,17,100,3.55,EG,1700929617
464,manturovo,58.3353,44.7619,263.03,97,79,1.08,RU,1700929618
465,qamdo,31.1667,97.2333,264.31,19,0,0.65,CN,1700929618
466,pavlodol'skaya,43.7192,44.4781,282.7,80,43,1.15,RU,1700929618
467,ndikinimeki,4.7667,10.8333,298.35,78,98,0.82,CM,1700929618
468,dokkum,53.3222,5.997,279.82,93,75,2.57,NL,1700929618
469,port saint john's,-31.6229,29.5448,295.04,93,100,2.71,ZA,1700929618
470,al qusayr,34.5091,36.5798,288.35,58,100,0.93,SY,1700929618
471,mzimba,-11.9,33.6,296.33,59,67,4.03,MW,1700929618
472,meadow lake,34.8014,-106.5436,275.2,88,99,3.76,US,1700929618
473,laascaanood,8.4774,47.3597,300.9,31,99,3.44,SO,1700929619
474,northam,51.0333,-4.2167,281.29,83,97,2.27,GB,1700929619
475,uturoa,-16.7333,-151.4333,299.78,80,73,11.38,PF,1700929619
476,homer,59.6425,-151.5483,278.02,93,100,0.0,US,1700929559
477,sitka,57.0531,-135.33,281.09,93,100,0.0,US,1700929619
478,dauphin,51.1494,-100.0502,271.23,74,0,7.72,CA,1700929619
479,mujiayingzi,42.1167,118.7833,265.7,39,0,3.17,CN,1700929619
480,dera bugti,29.0307,69.151,293.79,29,100,1.36,PK,1700929619
481,savonlinna,61.8699,28.88,255.18,85,0,2.06,FI,1700929619
482,antonio enes,-16.2325,39.9086,300.73,76,46,7.1,MZ,1700929619
483,luwuk,-0.9516,122.7875,298.67,89,100,0.85,ID,1700929619
484,turtas,58.9417,69.1325,264.66,95,85,2.4,RU,1700929620
485,aldama,22.9167,-98.0667,296.76,67,79,1.09,MX,1700929620
486,dong ha,16.8163,107.1003,295.36,97,100,0.94,VN,1700929620
487,buka,40.8108,69.1986,284.84,40,97,1.59,UZ,1700929620
488,amlagora,22.8333,87.3333,294.85,46,9,2.08,IN,1700929620
489,rajin,42.2489,130.3003,269.02,43,88,2.33,KP,1700929620
490,purcell,35.0137,-97.3611,278.62,77,100,3.57,US,1700929620
491,san antonio de pale,-1.4014,5.6325,300.75,75,85,3.24,GQ,1700929620
492,ribadeo,43.5325,-7.0991,285.64,85,81,1.27,ES,1700929620
493,tsiombe,-25.3,45.4833,298.97,70,0,4.11,MG,1700929620
494,tahe,52.3333,124.7333,252.98,79,3,1.95,CN,1700929620
495,salinas,36.6777,-121.6555,285.27,51,0,3.6,US,1700929620
496,goseong,34.9763,128.3236,269.17,39,0,2.21,KR,1700929621
497,shubarshi,48.5872,57.1869,273.36,83,96,4.2,KZ,1700929621
498,i-n-salah,27.1935,2.4607,294.36,23,8,0.49,DZ,1700929621
499,tak bai,6.2595,102.0546,297.14,92,100,4.09,TH,1700929621
500,savelugu,9.6244,-0.8253,308.29,35,97,3.31,GH,1700929621
501,erechim,-27.6342,-52.2739,296.72,54,12,1.98,BR,1700929621
502,minas de marcona,-15.2119,-75.1103,293.97,53,72,6.02,PE,1700929621
503,basni,27.1667,73.65,295.44,26,100,2.98,IN,1700929621
504,alo,7.4178,6.7371,304.85,57,82,1.88,NG,1700929622
505,lagoa,39.05,-27.9833,292.1,92,100,8.85,PT,1700929622
506,revelstoke,50.9832,-118.2023,272.16,80,100,0.0,CA,1700929622
507,konarka,19.9,86.1167,296.37,61,66,3.77,IN,1700929622
508,totness,5.8833,-56.3167,303.26,65,59,6.17,SR,1700929622
509,bor,56.3567,44.0669,273.11,94,89,4.0,RU,1700929547
510,colotlan,22.1,-103.2667,287.89,26,8,1.92,MX,1700929622
511,dapa,9.7594,126.0531,300.33,80,100,2.13,PH,1700929622
512,sao borja,-28.6606,-56.0044,298.49,62,17,4.51,BR,1700929622
513,general acha,-37.377,-64.6043,306.06,17,15,9.87,AR,1700929622
514,puerto quijarro,-17.7833,-57.7667,308.75,42,85,0.82,BO,1700929623
515,shimanovsk,52.0,127.7,255.7,66,0,4.04,RU,1700929623
516,medianeira,-25.2953,-54.0939,290.95,93,100,2.08,BR,1700929459
517,yangjiang,21.85,111.9667,292.18,81,1,2.69,CN,1700929623
518,pimampiro,0.4,-77.9667,291.72,73,95,2.72,EC,1700929623
519,piti village,13.4626,144.6933,301.18,86,20,5.66,GU,1700929623
520,katpur,21.05,71.7833,300.68,58,63,2.06,IN,1700929623
521,moab,38.5733,-109.5498,274.05,78,91,3.55,US,1700929623
522,gwanda,-20.9333,29.0,307.64,12,2,6.42,ZW,1700929623
523,zalari,53.5584,102.5065,263.46,95,100,0.5,RU,1700929624
524,hadibu,12.65,54.0333,299.56,70,21,4.58,YE,1700929624
525,chul'man,56.8479,124.9104,247.99,100,100,0.66,RU,1700929624
526,champerico,14.3,-91.9167,303.45,69,7,1.02,GT,1700929624
527,tutoia,-2.7619,-42.2744,303.53,62,37,6.95,BR,1700929624
528,fortuna,40.5982,-124.1573,275.57,93,0,4.12,US,1700929624
529,kailua-kona,19.6406,-155.9956,296.26,79,0,2.06,US,1700929624
530,tromso,69.6496,18.957,269.16,93,40,1.03,NO,1700929560
531,naze,28.3667,129.4833,291.66,61,91,3.97,JP,1700929625
532,porto uniao,-26.2381,-51.0783,297.96,42,79,2.0,BR,1700929625
533,chanthaburi,12.8333,102.1667,291.76,75,100,1.61,TH,1700929625
534,palangkaraya,-2.2,113.8333,296.86,98,96,0.93,ID,1700929625
535,thal,35.4791,72.2439,280.26,50,100,3.44,PK,1700929625
536,beau vallon,-20.4189,57.6953,298.28,73,40,5.14,MU,1700929625
537,remire-montjoly,4.9167,-52.2667,303.17,70,75,6.69,GF,1700929625
538,yangambi,0.8102,24.4336,293.85,99,100,1.04,CD,1700929625
539,boyolangu,-8.1181,111.8935,298.06,86,100,1.37,ID,1700929625
540,malango,-2.9627,119.9001,293.19,98,100,0.96,ID,1700929626
541,darwin,-12.4611,130.8418,299.14,89,84,1.03,AU,1700929626
542,manismata,-2.4667,111.0333,297.13,97,98,0.96,ID,1700929626
543,verkhnevilyuysk,63.4453,120.3167,241.56,98,67,2.84,RU,1700929626
544,dul'durga,50.6761,113.5931,250.7,97,33,1.04,RU,1700929626
545,paradip garh,20.3167,86.6167,296.78,59,44,2.59,IN,1700929626
546,torbat-e heydariyeh,35.274,59.2195,283.1,24,2,2.55,IR,1700929626
547,puerto deseado,-47.7503,-65.8938,296.28,26,42,8.01,AR,1700929626
548,vadso,70.0744,29.7487,274.64,93,100,6.69,NO,1700929626
549,kekri,25.9667,75.15,294.01,34,62,3.53,IN,1700929626
550,sipalay,9.75,122.5,297.7,90,83,2.59,PH,1700929627
551,kaoma,-14.7833,24.8,300.94,44,70,1.09,ZM,1700929627
552,wusong,30.95,117.7833,283.96,61,26,1.87,CN,1700929627
553,plastun,44.7561,136.2939,262.48,48,100,5.42,RU,1700929627
554,kruisfontein,-34.0033,24.7314,292.7,66,100,3.47,ZA,1700929627
555,bassar,9.25,0.7833,306.47,38,98,2.5,TG,1700929627
556,lae,-6.7221,146.9847,297.67,83,17,2.25,PG,1700929627
557,bejaia,36.7559,5.0843,288.75,77,40,1.03,DZ,1700929627
558,hopelchen,19.7667,-89.85,303.35,56,82,1.59,MX,1700929627
559,puerto baquerizo moreno,-0.9,-89.6,301.7,84,40,6.17,EC,1700929627
560,anqing,30.5092,117.0506,285.07,50,13,0.61,CN,1700929627
561,panagar,23.3,79.9833,290.3,37,0,2.22,IN,1700929628
562,orvieto,42.7195,12.1116,281.54,43,1,5.39,IT,1700929628
563,isangel,-19.55,169.2667,294.71,78,100,3.05,VU,1700929628
564,beyneu,45.3167,55.2,280.18,58,84,7.33,KZ,1700929628
565,brena alta,28.65,-17.7833,294.12,64,75,3.09,ES,1700929628
566,callao,-12.0667,-77.15,297.99,77,100,2.06,PE,1700929622
567,nizamabad,18.6667,78.1167,296.45,79,70,1.83,IN,1700929614
568,mouila,-1.8685,11.0559,300.69,81,99,0.72,GA,1700929628
569,caleta de carquin,-11.0925,-77.6267,294.25,76,100,4.13,PE,1700929628
570,camiri,-20.05,-63.5167,296.03,78,100,0.0,BO,1700929628
571,selfoss,63.9331,-20.9971,278.19,91,100,2.53,IS,1700929628
572,tatarsk,55.219,75.9828,266.89,94,97,4.34,RU,1700929629
573,stuarts draft,38.0301,-79.0336,277.45,51,0,0.0,US,1700929629
574,bebedja,8.6761,16.566,305.87,27,92,0.99,TD,1700929629
575,soio,-6.1349,12.3689,300.91,73,95,2.44,AO,1700929629
576,loukhi,66.0764,33.0381,265.22,95,100,3.07,RU,1700929629
577,amos,48.5669,-78.1162,271.75,75,72,5.86,CA,1700929629
578,kuala terengganu,5.3302,103.1408,298.12,94,20,1.03,MY,1700929629
579,tobol'sk,58.2,68.2667,264.04,71,91,2.68,RU,1700929348
580,alofi,-19.0595,-169.9187,299.09,94,90,3.6,NU,1700929557
581,urazovo,50.0836,38.0395,272.46,96,100,1.98,RU,1700929491
